Cable System|Cable type (Backhaul/Subsea)|Segment|A-end Country|A-End PoP|B-end PoP|B-end Country|RTD(ms)|Weight|Supplier/Provider|Status|On-Net|Data Quality (Segment)|Data Quality (RTD)
C2C CABLE NETWORK|Subsea|TEMP C2C SOUTH RING3|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC [HKEA TTPL]|TAIWAN|TTPL|HKEA|HONG KONG|16.6|10|Telstra International|In Service|Yes|To be determined|Match
EAC CABLE NETWORK|Subsea|EAC [JSOM TTPL]|TAIWAN|TTPL|JSOM|JAPAN|24|10|Telstra International|In Service|Yes|To be determined|Match
EAC CABLE NETWORK|Subsea|EAC [PCGD TTPL]|TAIWAN|TTPL|PCGD|PHILIPPINES|17.8|10|Telstra International|In Service|Yes|To be determined|Match
EAC CABLE NETWORK|Subsea|EAC-1 SEGMENT A+B (JSOM - TPEA)|TAIWAN|TPEA|JSOM|JAPAN|24|10|Telstra International|In Service|Yes|To be determined|Match
EAC CABLE NETWORK|Subsea|EAC-1 SEGMENT A+C (HKCK-JSOM)|JAPAN|JSOM|HKCK|HONG KONG|33.8|10|Telstra International|In Service|Yes|To be determined|Match
EAC CABLE NETWORK|Subsea|EAC-1 SEGMENT B+C (HKCK-TPEA)|TAIWAN|TPEA|HKCK|HONG KONG|16.6|10|Telstra International|In Service|Yes|To be determined|Match
EAC CABLE NETWORK|Subsea|EAC-1 SEGMENT D+E (HKCK-TPEA)|TAIWAN|TPEA|HKCK|HONG KONG|16.6|10|Telstra International|In Service|Yes|To be determined|Match
EAC CABLE NETWORK|Subsea|EAC-1 SEGMENT D+F (HKCK - KSSR)|KOREA SOUTH|KSSR|HKCK|HONG KONG|30.2|10|Telstra International|In Service|Yes|To be determined|Match
EAC CABLE NETWORK|Subsea|EAC-1 SEGMENT DF FP2|KOREA SOUTH|KSSR|HKCK|HONG KONG|30.2|10|Telstra International|In Service|Yes|To be determined|Match
EAC CABLE NETWORK|Subsea|EAC-1 SEGMENT DF+K|JAPAN|JAAJ|HKCK|HONG KONG|42.54|10|Telstra International|In Service|Yes|To be determined|Match
EAC CABLE NETWORK|Subsea|EAC-1 SEGMENT K (JAAJ - KSSR)|KOREA SOUTH|KSSR|JAAJ|JAPAN|28.66|10|Telstra International|In Service|Yes|To be determined|Match
EAC CABLE NETWORK|Subsea|EAC-1 SEGMENT L (JAAJ-JSOM)|JAPAN|JSOM|JAAJ|JAPAN|8.74|10|Telstra International|In Service|Yes|To be determined|Match
EAC CABLE NETWORK|Subsea|EAC-2 SEGMENT 2A1 (HKCK-SGCN)|SINGAPORE|SGCN|HKCK|HONG KONG|28.95|10|Telstra International|In Service|Yes|To be determined|Match
EAC CABLE NETWORK|Subsea|EAC-2 SEGMENT 2B1 (PCGD-TPEA)|TAIWAN|TPEA|PCGD|PHILIPPINES|17.8|10|Telstra International|In Service|Yes|To be determined|Match
EAC CABLE NETWORK|Subsea|EAC-2 SEGMENT 2B2 (PCGD-SGCN)|SINGAPORE|SGCN|PCGD|PHILIPPINES|26.28|10|Telstra International|In Service|Yes|To be determined|Match
EAC CABLE NETWORK|Subsea|EACD64TAI012 - PROTECT|SINGAPORE|SGGS|SGCN|SINGAPORE|||Telstra International|In Service|Yes|To be determined|Unable to reconcile against source
EAC CABLE NETWORK|Subsea|EACD64TAI012 W|SINGAPORE|SGGS|SGCN|SINGAPORE|||Telstra International|In Service|Yes|To be determined|Unable to reconcile against source
EAC CABLE NETWORK|Subsea|EACD64TYONIH002|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TYONIH003|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TYONIH006|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TYONIH005|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TYONIH009|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACSNGMIRING02|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TYONIH007|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TYONIH008|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TYONIHR010|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACAE007|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACAE009|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|TEMP EAC2AE009|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|TEMP EAC2AE010|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|TEMP EACAE002|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|TEMP EACAE003|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|TEMP EACAE004|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|TEMP EACAE005|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|TEMP EACAE006|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|TEMP EACAE010|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|TEMP EACAE007|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|TEMP EACAENP001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|TEMP EACAENP002|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|TEMP EACALN001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64SNGDLS001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64SELSRI009|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-JUS INTERCONNECT #2|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACTYONIH/WS02|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGEQU003|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGEQU004|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-JUS INTERCONNECT #10|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-JUS INTERCONNECT #7|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-JUS INTERCONNECT #3|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-JUS INTERCONNECT #8|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-JUS INTERCONNECT #9|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-KDDI INTERCONNECT #1|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-NTTC INTERCONNECT #1|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-NTTC INTERCONNECT #4|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-NTTC INTERCONNECT #5|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-NTTC INTERCONNECT #6|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-NTTC INTERCONNECT #7|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64SELSRI005|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64SELSRI006|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64SELSRI008|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64SELSRI012|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64SELSRI014|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64SELSRI010|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHANP004|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHANP005|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHANP006|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHANP007|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHANP008|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TAINP002|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-PC1 INTERCONNECT #1|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-PC1 INTERCONNECT #10|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-PC1 INTERCONNECT #13|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-PC1 INTERCONNECT #15|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TPEYAN003|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACAENP002|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64EQUNP004|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|TEMP HKG INTERCONNECT LU01 39-2 LU03 36-2|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACTYOTOR/WS04|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64SELSRI003|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64SELSRI011|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|TEMP EACALN002|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|TEMP EACALN003|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|TEMP EACALN004|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|TEMP EACALN006|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|TEMP EACALN008|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|TEMP EACALNS001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC2AE003|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC2AE005|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC2AE004|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC2AE007|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC2AE009|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC2AE010|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC2AENP001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACAE001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACAE002|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC2AENP002|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACAE004|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACAE005|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACAE003|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACAE006|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACTYONIH/WS04|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACTYOTOR/WS02|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACTYOTOR/WS05|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACHKGCHA <--> EACHKGTSE|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64EQUNP001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC2AE006|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64MAK005|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-PC1 INTERCONNECT #14|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-PC1 INTERCONNECT #2|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-PC1 INTERCONNECT #3|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-PC1 INTERCONNECT #5|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-PC1 INTERCONNECT #6|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-PC1 INTERCONNECT #7|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-PC1 INTERCONNECT #8|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-PC1 INTERCONNECT #9|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC1 OCG1|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC2AE001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TAI002|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACTYOTOR/WS06|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TPEYAN001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TAINP001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TPEYAN004|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-NTTC INTERCONNECT #8|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC2AE002|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TPEYAN005|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACTYOTOR/WS08|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACTYOTOR/WS09|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGYIP002|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGYIP001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGYIP005|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGYIP003|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGYIP004|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGYIP006|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64JPNTOR008|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64MAK003|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64MAK002|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64MAK003 - EAST ROUTE|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64MAK004|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64MAK006|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64MAKNP001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TYONIH004|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACALN006|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHA008|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|TEMP EACAE009|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC2AE008|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACTYONIH/WS03|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64JPNTOR001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EAC-JUS INTERCONNECT #1|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64SELSRI017|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64MAK007|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64SELSRI002|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64SELSRI001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64SELSRI004|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACAENP001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACALN001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
